id,text,word_count,char_count,sentiment,sentiment_positive,sentiment_negative,complexity_level,lexical_diversity,avg_sentence_length,intents,entities,top_keywords,tokens,lemmas
21877833,нет нет я другой номер звоню,6,28,NEUTRAL,0.0,0,LOW,0.8333333333333334,6.0,UNKNOWN,,друго:1 | номер:1 | звон:1,нет нет я другои номер звоню,нет нет я друго номер звон
15244157,жалоба на доставку робот отвечает ну с кем разговариваю,9,55,NEUTRAL,0.0,0,LOW,1.0,9.0,UNKNOWN,,жалоб:1 | доставк:1 | робот:1 | отвечает:1 | кем:1,жалоба на доставку робот отвечает ну с кем разговариваю,жалоб на доставк робот отвечает ну с кем разговарива
19365235,так что говорить или да я хотел бы узнать статус моего заказа хотел бы узнать статус своего заказа,18,98,NEUTRAL,0.0,0,HIGH,0.7222222222222222,18.0,QUESTION,,хотел:2 | узнать:2 | статус:2 | заказ:2 | говорить:1,так что говорить или да я хотел бы узнать статус моего заказа хотел бы узнать статус своего заказа,так что говорить или да я хотел бы узнать статус моег заказ хотел бы узнать статус своег заказ
19537551,потерялся заказ нужен оператор,4,30,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,потерялс:1 | заказ:1 | нужен:1 | оператор:1,потерялся заказ нужен оператор,потерялс заказ нужен оператор
1482821,хотела сегодня получить заказ талсинская четырнадцать а мне просили ввести восьмизначный код а пришел девятизначный код код не верен,19,132,NEUTRAL,0.0,0,HIGH,0.8421052631578947,19.0,UNKNOWN,,код:3 | хотел:1 | сегодн:1 | получить:1 | заказ:1,хотела сегодня получить заказ талсинская четырнадцать а мне просили ввести восьмизначныи код а пришел девятизначныи код код не верен,хотел сегодн получить заказ талсинск четырнадцать а мне просил ввест восьмизначны код а пришел девятизначны код код не верен
11550867,в какие дни доставка с стерлитамака в федоровку,8,47,NEUTRAL,0.0,0,LOW,0.875,8.0,QUESTION,,каки:1 | дни:1 | доставк:1 | стерлитамак:1 | федоровк:1,в какие дни доставка с стерлитамака в федоровку,в каки дни доставк с стерлитамак в федоровк
5962555,где находится мой товар на данный момент,7,40,NEUTRAL,0.0,0,LOW,1.0,7.0,QUESTION,,находитс:1 | мои:1 | товар:1 | данны:1 | момент:1,где находится мои товар на данныи момент,где находитс мои товар на данны момент
4471262,я не код выдачи дайте мне заказа окская тридцать шесть корпус один,13,66,NEUTRAL,0.0,0,MEDIUM,1.0,13.0,UNKNOWN,,код:1 | выдач:1 | даи:1 | заказ:1 | окск:1,я не код выдачи даи те мне заказа окская тридцать шесть корпус один,я не код выдач даи те мне заказ окск тридцать шесть корпус один
20245144,да будет моя доставка,4,21,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,доставк:1,да будет моя доставка,да будет моя доставк
20436049,мы отправили заказ уже двадцать восьмого января и его доставку все откладывается и откладывается уже прошло почти двадцать дней как он идет что делать,24,150,NEUTRAL,0.0,0,HIGH,0.8333333333333334,24.0,QUESTION,,двадцать:2 | откладываетс:2 | отправил:1 | заказ:1 | восьм:1,мы отправили заказ уже двадцать восьмого января и его доставку все откладывается и откладывается уже прошло почти двадцать днеи как он идет что делать,мы отправил заказ уже двадцать восьм январ и его доставк все откладываетс и откладываетс уже прошл почт двадцать дне как он идти что делать
16864928,да а еще раз скажите ленина восемь,7,34,NEUTRAL,0.0,0,LOW,1.0,7.0,UNKNOWN,,скажит:1 | ленин:1 | восемь:1,да а еще раз скажите ленина восемь,да а еще раз скажит ленин восемь
20297149,здравствуйте я директор магазина на мое имя пришла посылка но я не могу ее получить потому что пишет что она выдана,22,115,NEUTRAL,0.0,0,HIGH,0.9090909090909091,22.0,QUESTION | GREETING,,здравству:1 | директор:1 | магазин:1 | мое:1 | имя:1,здравствуи те я директор магазина на мое имя пришла посылка но я не могу ее получить потому что пишет что она выдана,здравству те я директор магазин на мое имя пришл посылк но я не мог ее получить пот что пишет что она выдан
373017,не знаю,2,7,NEUTRAL,0.0,0,LOW,1.0,2.0,UNKNOWN,,зна:1,не знаю,не зна
14276979,отмена автозаказа,2,17,NEUTRAL,0.0,0,LOW,1.0,2.0,UNKNOWN,,отмен:1 | автозаказ:1,отмена автозаказа,отмен автозаказ
983452,вы довольны работой оператора оцените его работу от одного до пять очень хорошо один очень плохо,16,96,POSITIVE,2.0,1,HIGH,0.9375,16.0,COMPLAINT,,очень:2 | довольн:1 | работо:1 | оператор:1 | оценит:1,вы довольны работои оператора оцените его работу от одного до пять очень хорошо один очень плохо,вы довольн работо оператор оценит его работ от одн до пять очень хорош один очень плох
20581808,не понимаю почему задерживается доставка,5,40,NEUTRAL,0.0,0,LOW,1.0,5.0,QUESTION,,понима:1 | почем:1 | задерживаетс:1 | доставк:1,не понимаю почему задерживается доставка,не понима почем задерживаетс доставк
5484662,получить код выдачти,3,20,NEUTRAL,0.0,0,LOW,1.0,3.0,UNKNOWN,,получить:1 | код:1 | выдачт:1,получить код выдачти,получить код выдачт
21793154,код из смс пришлите код выдачи вышлите на этот номер,10,52,NEUTRAL,0.0,0,LOW,0.9,10.0,UNKNOWN,,код:2 | смс:1 | пришлит:1 | выдач:1 | вышлит:1,код из смс пришлите код выдачи вышлите на этот номер,код из смс пришлит код выдач вышлит на этот номер
15349354,очень спасибо дочь,3,18,POSITIVE,1.5,0,LOW,1.0,3.0,THANKS,,очень:1 | спасиб:1 | дочь:1,очень спасибо дочь,очень спасиб дочь
3138550,я не могу получить заказ набираю код,7,36,NEUTRAL,0.0,0,LOW,1.0,7.0,UNKNOWN,,мог:1 | получить:1 | заказ:1 | набира:1 | код:1,я не могу получить заказ набираю код,я не мог получить заказ набира код
14947292,пришла не та посылка вернуть деньги в банк,8,42,NEUTRAL,0.0,0,LOW,1.0,8.0,UNKNOWN,,пришл:1 | посылк:1 | вернуть:1 | деньг:1 | банк:1,пришла не та посылка вернуть деньги в банк,пришл не та посылк вернуть деньг в банк
20110687,получил посылку где находится адрес сазонова рп советская улица девяносто четыре,11,80,NEUTRAL,0.0,0,MEDIUM,1.0,11.0,QUESTION,ADDRESS:улица девяносто четыре,получил:1 | посылк:1 | находитс:1 | адрес:1 | сазонов:1,получил посылку где находится адрес сазонова рп советская улица девяносто четыре,получил посылк где находитс адрес сазонов рп советск улиц девяност четыр
12835583,получить код выдачи срочно нужна помощь специалиста срочно,8,58,NEUTRAL,0.0,0,LOW,0.875,8.0,UNKNOWN,,срочн:2 | получить:1 | код:1 | выдач:1 | нужн:1,получить код выдачи срочно нужна помощь специалиста срочно,получить код выдач срочн нужн помощь специалист срочн
12548277,двенадцатого я забыла код,4,25,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,двенадцат:1 | забыл:1 | код:1,двенадцатого я забыла код,двенадцат я забыл код
9841000,плохо работает терминал,3,23,NEGATIVE,0.0,1,LOW,1.0,3.0,COMPLAINT,,плох:1 | работает:1 | терминал:1,плохо работает терминал,плох работает терминал
7164609,получить кувыльчи,2,17,NEUTRAL,0.0,0,LOW,1.0,2.0,UNKNOWN,,получить:1 | кувыльч:1,получить кувыльчи,получить кувыльч
9760830,плохо печатается стикер,3,23,NEGATIVE,0.0,1,LOW,1.0,3.0,COMPLAINT,,плох:1 | печатаетс:1 | стикер:1,плохо печатается стикер,плох печатаетс стикер
9509893,бастреньков так мне нужно получить код выдачи,7,45,NEUTRAL,0.0,0,LOW,1.0,7.0,REQUEST,,бастреньк:1 | нужный:1 | получить:1 | код:1 | выдач:1,бастреньков так мне нужно получить код выдачи,бастреньк так мне нужный получить код выдач
20678628,да я могу сегодня могу и завтра забрать,8,39,NEUTRAL,0.0,0,LOW,0.875,8.0,UNKNOWN,,мог:2 | сегодн:1 | завтр:1 | забрать:1,да я могу сегодня могу и завтра забрать,да я мог сегодн мог и завтр забрать
174207,указан неверный код для получения посылки,6,41,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,указан:1 | неверны:1 | код:1 | получени:1 | посылк:1,указан неверныи код для получения посылки,указан неверны код для получени посылк
9903165,свяжите меня с оператором я уже звонила повторно свяжите меня с оператором пожалуйста,14,85,NEUTRAL,0.0,0,MEDIUM,0.7142857142857143,14.0,REQUEST,,свяжит:2 | оператор:2 | звонил:1 | повторн:1 | пожалу:1,свяжите меня с оператором я уже звонила повторно свяжите меня с оператором пожалуи ста,свяжит мен с оператор я уже звонил повторн свяжит мен с оператор пожалу ста
2200024,мне надо вернуть заказ,4,22,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,вернуть:1 | заказ:1,мне надо вернуть заказ,мне над вернуть заказ
3530564,вопрос по заказу мне нужен оператор,6,35,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,вопрос:1 | заказ:1 | нужен:1 | оператор:1,вопрос по заказу мне нужен оператор,вопрос по заказ мне нужен оператор
413271,я пошла получить заказ,4,22,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,пошл:1 | получить:1 | заказ:1,я пошла получить заказ,я пошл получить заказ
19471994,жалоба на пункты отправки,4,25,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,жалоб:1 | пункт:1 | отправк:1,жалоба на пункты отправки,жалоб на пункт отправк
11051458,поменять дату выдачи,3,20,NEUTRAL,0.0,0,LOW,1.0,3.0,UNKNOWN,,поменять:1 | дат:1 | выдач:1,поменять дату выдачи,поменять дат выдач
15291148,максимальный вес доставки через авито,5,37,NEUTRAL,0.0,0,LOW,1.0,5.0,UNKNOWN,,максимальны:1 | вес:1 | доставк:1 | авит:1,максимальныи вес доставки через авито,максимальны вес доставк через авит
3300042,я хочу узнать по заказу,5,23,NEUTRAL,0.0,0,LOW,1.0,5.0,REQUEST,,хоч:1 | узнать:1 | заказ:1,я хочу узнать по заказу,я хоч узнать по заказ
7497298,нужно код выдачи узнать новый код,6,33,NEUTRAL,0.0,0,LOW,0.8333333333333334,6.0,REQUEST,,код:2 | нужный:1 | выдач:1 | узнать:1 | новы:1,нужно код выдачи узнать новыи код,нужный код выдач узнать новы код
3365444,получить штрих код и код выдачи,6,31,NEUTRAL,0.0,0,LOW,0.8333333333333334,6.0,UNKNOWN,,код:2 | получить:1 | штрих:1 | выдач:1,получить штрих код и код выдачи,получить штрих код и код выдач
3016353,как вернуть брак,3,16,NEUTRAL,0.0,0,LOW,1.0,3.0,QUESTION,,вернуть:1 | брак:1,как вернуть брак,как вернуть брак
1209727,заказ пришел пишет код заказа не обнаружен,7,42,NEUTRAL,0.0,0,LOW,1.0,7.0,UNKNOWN,,заказ:2 | пришел:1 | пишет:1 | код:1 | обнаружен:1,заказ пришел пишет код заказа не обнаружен,заказ пришел пишет код заказ не обнаружен
9445812,не могу получить заказ заказ не выдают не могу получить на эм кассе заказ на кассе заказ не получается получить получить не получается заказ на кассе в пятерочке на кассе не дают заказ заказ не дают в пятерочке,38,210,NEUTRAL,0.0,0,LOW,0.3157894736842105,38.0,UNKNOWN,,заказ:7 | получить:4 | касс:4 | мог:2 | получаетс:2,не могу получить заказ заказ не выдают не могу получить на эм кассе заказ на кассе заказ не получается получить получить не получается заказ на кассе в пятерочке на кассе не дают заказ заказ не дают в пятерочке,не мог получить заказ заказ не выдают не мог получить на эм касс заказ на касс заказ не получаетс получить получить не получаетс заказ на касс в пятерочк на касс не дают заказ заказ не дают в пятерочк
16494827,в субботу наверное вот в эту субботу потому что гололед я плохо хожу земфира о заедет меня свозит я заберу я рядом в микрорайоне что то третьем заберу вот в субботу хорошо,33,171,NEUTRAL,1.0,1,MEDIUM,0.696969696969697,33.0,QUESTION | COMPLAINT,,суббот:3 | забер:2 | наверн:1 | гололед:1 | плох:1,в субботу наверное вот в эту субботу потому что гололед я плохо хожу земфира о заедет меня свозит я заберу я рядом в микрораи оне что то третьем заберу вот в субботу хорошо,в суббот наверн вот в эту суббот пот что гололед я плох хож земфир о заедет мен свозит я забер я ряд в микрора оне что то треть забер вот в суббот хорош
17443595,здравствуйте у нас сломался пять пост открывается только один ящик другой не открывается можно связаться пожалуйста с оператором меня с оператором,23,146,NEUTRAL,0.0,0,HIGH,0.8695652173913043,23.0,REQUEST | GREETING,,открываетс:2 | оператор:2 | здравству:1 | сломалс:1 | пять:1,здравствуи те у нас сломался пять пост открывается только один ящик другои не открывается можно связаться пожалуи ста с оператором меня с оператором,здравству те у нас сломалс пять пост открываетс тольк один ящик друго не открываетс мочь связатьс пожалу ста с оператор мен с оператор
15057968,узнать адрес пункта выдачи село варна,6,37,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,узнать:1 | адрес:1 | пункт:1 | выдач:1 | сел:1,узнать адрес пункта выдачи село варна,узнать адрес пункт выдач сел варн
20560850,заказ в постамате как как его получить где чем отсканировать или как что там на телефоне нет интернета,18,102,NEUTRAL,0.0,0,HIGH,0.8888888888888888,18.0,QUESTION,,заказ:1 | постамат:1 | получить:1 | отсканировать:1 | телефон:1,заказ в постамате как как его получить где чем отсканировать или как что там на телефоне нет интернета,заказ в постамат как как его получить где чем отсканировать или как что там на телефон нет интернет
562560,не пришел куар код для получения посылки,7,40,NEUTRAL,0.0,0,LOW,1.0,7.0,UNKNOWN,,пришел:1 | куар:1 | код:1 | получени:1 | посылк:1,не пришел куар код для получения посылки,не пришел куар код для получени посылк
7510286,где сделать возврат,3,19,NEUTRAL,0.0,0,LOW,1.0,3.0,QUESTION,,сделать:1 | возврат:1,где сделать возврат,где сделать возврат
17816850,девять один шесть четыре пять четыре один три один шесть,10,56,NEUTRAL,0.0,0,LOW,0.6,10.0,UNKNOWN,,шесть:2 | четыр:2 | девять:1 | пять:1,девять один шесть четыре пять четыре один три один шесть,девять один шесть четыр пять четыр один три один шесть
10360773,оплата заказа заказ оплачен фиксировано что нужно оплатить,8,58,NEUTRAL,0.0,0,LOW,1.0,8.0,QUESTION | REQUEST,,заказ:2 | оплат:1 | оплачен:1 | фиксирован:1 | нужный:1,оплата заказа заказ оплачен фиксировано что нужно оплатить,оплат заказ заказ оплачен фиксирован что нужный оплатить
17094705,получить код выдачи посылки в постамате,6,39,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,получить:1 | код:1 | выдач:1 | посылк:1 | постамат:1,получить код выдачи посылки в постамате,получить код выдач посылк в постамат
20452264,техническая проблема чтения заказа,4,34,NEUTRAL,0.0,0,LOW,1.0,4.0,COMPLAINT,,техническ:1 | проблем:1 | чтени:1 | заказ:1,техническая проблема чтения заказа,техническ проблем чтени заказ
8833884,не пришел товар где то потерялся,6,32,NEUTRAL,0.0,0,LOW,1.0,6.0,QUESTION,,пришел:1 | товар:1 | потерялс:1,не пришел товар где то потерялся,не пришел товар где то потерялс
6246748,я хочу узнать мой заказ принят или нет это владикавказ,10,54,NEUTRAL,0.0,0,LOW,1.0,10.0,REQUEST,,хоч:1 | узнать:1 | мои:1 | заказ:1 | принят:1,я хочу узнать мои заказ принят или нет это владикавказ,я хоч узнать мои заказ принят или нет это владикавказ
13337725,я хочу узнать когда моя посылка найдется,8,40,NEUTRAL,0.0,0,LOW,1.0,8.0,QUESTION | REQUEST,,хоч:1 | узнать:1 | посылк:1 | наи:1 | детс:1,я хочу узнать когда моя посылка наи дется,я хоч узнать когд моя посылк наи детс
2161005,получить код выдачи потому что не работает другой,8,49,NEUTRAL,0.0,0,LOW,1.0,8.0,QUESTION,,получить:1 | код:1 | выдач:1 | работает:1 | друго:1,получить код выдачи потому что не работает другои,получить код выдач пот что не работает друго
4210615,вопрос по доставке по количеству товара,6,39,NEUTRAL,0.0,0,LOW,0.8333333333333334,6.0,UNKNOWN,,вопрос:1 | доставк:1 | количеств:1 | товар:1,вопрос по доставке по количеству товара,вопрос по доставк по количеств товар
17125377,а двадцатого ноября трусы для роженицы в великий устюг никак не уйдут,13,69,NEUTRAL,0.0,0,MEDIUM,1.0,13.0,QUESTION,,двадцат:1 | ноябр:1 | трус:1 | рожениц:1 | велики:1,а двадцатого ноября трусы для роженицы в великии устюг никак не уи дут,а двадцат ноябр трус для рожениц в велики устюг никак не уи дут
18166664,переведите на оператора соедините с оператором,6,46,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,оператор:2 | переведит:1 | соединит:1,переведите на оператора соедините с оператором,переведит на оператор соединит с оператор
18955521,ну я в сайте должна какой то общаться понимаешь я хочу понять,13,61,NEUTRAL,0.0,0,MEDIUM,0.9230769230769231,13.0,QUESTION | REQUEST,,саи:1 | должн:1 | како:1 | общатьс:1 | понимаешь:1,ну я в саи те должна какои то общаться понимаешь я хочу понять,ну я в саи те должн како то общатьс понимаешь я хоч понять
16584433,попробуй поискать в шкафчике митрофанова фамилия,6,48,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,попробу:1 | поискать:1 | шкафчик:1 | митрофанов:1 | фамили:1,попробуи поискать в шкафчике митрофанова фамилия,попробу поискать в шкафчик митрофанов фамили
10215502,статус заказа но у меня так не наебывают и у меня и у меня такого никогда не было,18,81,NEUTRAL,0.0,0,MEDIUM,0.6666666666666666,18.0,QUESTION,,статус:1 | заказ:1 | наебывают:1 | так:1,статус заказа но у меня так не наебывают и у меня и у меня такого никогда не было,статус заказ но у мен так не наебывают и у мен и у мен так никогд не был
17781552,зависла доставка что то нету доставки,6,37,NEUTRAL,0.0,0,LOW,1.0,6.0,QUESTION,,доставк:2 | зависл:1 | нет:1,зависла доставка что то нету доставки,зависл доставк что то нет доставк
12324473,ты не поможешь переведи на оператора,6,36,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,поможешь:1 | перевед:1 | оператор:1,ты не поможешь переведи на оператора,ты не поможешь перевед на оператор
53446,а мне нужно узнать где моя посылка,7,34,NEUTRAL,0.0,0,LOW,1.0,7.0,QUESTION | REQUEST,,нужный:1 | узнать:1 | посылк:1,а мне нужно узнать где моя посылка,а мне нужный узнать где моя посылк
592266,здравствуйте я не могу забрать заказ в постамате,9,48,NEUTRAL,0.0,0,LOW,1.0,9.0,GREETING,,здравству:1 | мог:1 | забрать:1 | заказ:1 | постамат:1,здравствуи те я не могу забрать заказ в постамате,здравству те я не мог забрать заказ в постамат
8247473,указал неверный адрес,3,21,NEUTRAL,0.0,0,LOW,1.0,3.0,UNKNOWN,,указал:1 | неверны:1 | адрес:1,указал неверныи адрес,указал неверны адрес
11075950,не могу получить посылку потому что код из девяти цифр а на банкомате восемь цифр,15,81,NEUTRAL,0.0,0,MEDIUM,0.9333333333333333,15.0,QUESTION,,цифр:2 | мог:1 | получить:1 | посылк:1 | код:1,не могу получить посылку потому что код из девяти цифр а на банкомате восемь цифр,не мог получить посылк пот что код из девят цифр а на банкомат восемь цифр
8805719,а как узнать когда маркет переехал в другое место адрес подсказать,11,66,NEUTRAL,0.0,0,MEDIUM,1.0,11.0,QUESTION,,узнать:1 | маркет:1 | переехал:1 | друг:1 | мест:1,а как узнать когда маркет переехал в другое место адрес подсказать,а как узнать когд маркет переехал в друг мест адрес подсказать
11509483,вчера хотела заказать доставку но адреса нет вашего в приложении,10,64,NEUTRAL,0.0,0,LOW,1.0,10.0,UNKNOWN,,вчер:1 | хотел:1 | заказать:1 | доставк:1 | адрес:1,вчера хотела заказать доставку но адреса нет вашего в приложении,вчер хотел заказать доставк но адрес нет вашег в приложени
7185175,замена номера телефона,3,22,NEUTRAL,0.0,0,LOW,1.0,3.0,UNKNOWN,,замен:1 | номер:1 | телефон:1,замена номера телефона,замен номер телефон
4558192,не получил свою посылку,4,23,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,получил:1 | посылк:1,не получил свою посылку,не получил сво посылк
20215087,оператора пожалуйста не могу получить заказ,7,43,NEUTRAL,0.0,0,LOW,1.0,7.0,REQUEST,,оператор:1 | пожалу:1 | ста:1 | мог:1 | получить:1,оператора пожалуи ста не могу получить заказ,оператор пожалу ста не мог получить заказ
13788036,как вернуть забранный заказ,4,27,NEUTRAL,0.0,0,LOW,1.0,4.0,QUESTION,,вернуть:1 | забранны:1 | заказ:1,как вернуть забранныи заказ,как вернуть забранны заказ
1529064,как мне переместить мой товар из одного города в другой,10,55,NEUTRAL,0.0,0,LOW,1.0,10.0,QUESTION,,переместить:1 | мои:1 | товар:1 | одн:1 | город:1,как мне переместить мои товар из одного города в другои,как мне переместить мои товар из одн город в друго
2498849,как выдача какую ложишь еще раз,6,31,NEUTRAL,0.0,0,LOW,1.0,6.0,QUESTION,,выдач:1 | как:1 | ложишь:1,как выдача какую ложишь еще раз,как выдач как ложишь еще раз
11485293,оператор по поводу плохой работы,5,32,NEUTRAL,0.0,0,LOW,1.0,5.0,COMPLAINT,,оператор:1 | повод:1 | плохо:1 | работ:1,оператор по поводу плохои работы,оператор по повод плохо работ
2693573,а я хочу адрес узнать по биролевской улице один перекресток а за липецкой сорок другой перекресток ты не сможешь этого сделать,21,126,NEUTRAL,0.0,0,HIGH,0.9047619047619048,21.0,REQUEST,,перекресток:2 | хоч:1 | адрес:1 | узнать:1 | биролевско:1,а я хочу адрес узнать по биролевскои улице один перекресток а за липецкои сорок другои перекресток ты не сможешь этого сделать,а я хоч адрес узнать по биролевско улиц один перекресток а за липецко сорок друго перекресток ты не сможешь этог сделать
2464688,а можно с кем нибудь связаться по поводу того что мне не выдали заказ,14,69,NEUTRAL,0.0,0,MEDIUM,1.0,14.0,QUESTION | REQUEST,,кем:1 | связатьс:1 | повод:1 | выдал:1 | заказ:1,а можно с кем нибудь связаться по поводу того что мне не выдали заказ,а мочь с кем нибудь связатьс по повод тог что мне не выдал заказ
3280396,ну доставка заказа,3,18,NEUTRAL,0.0,0,LOW,1.0,3.0,UNKNOWN,,доставк:1 | заказ:1,ну доставка заказа,ну доставк заказ
2777753,где мне получить заказ,4,22,NEUTRAL,0.0,0,LOW,1.0,4.0,QUESTION,,получить:1 | заказ:1,где мне получить заказ,где мне получить заказ
1154917,узнать статус возврата посылки,4,30,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,узнать:1 | статус:1 | возврат:1 | посылк:1,узнать статус возврата посылки,узнать статус возврат посылк
326333,у меня почему то заблокирована моя посылка которая пришла,9,57,NEUTRAL,0.0,0,LOW,1.0,9.0,QUESTION,,почем:1 | заблокирован:1 | посылк:1 | котор:1 | пришл:1,у меня почему то заблокирована моя посылка которая пришла,у мен почем то заблокирован моя посылк котор пришл
21491091,соедините с оператором я не могу получить талон на ошибку пишет,11,63,NEUTRAL,0.0,0,MEDIUM,1.0,11.0,UNKNOWN,,соединит:1 | оператор:1 | мог:1 | получить:1 | талон:1,соедините с оператором я не могу получить талон на ошибку пишет,соединит с оператор я не мог получить талон на ошибк пишет
18704447,яндекс доставка только на двадцать дней идет а переключи меня на оператора да через этот автомат ебучий,17,103,NEUTRAL,0.0,0,HIGH,0.9411764705882353,17.0,UNKNOWN,,яндекс:1 | доставк:1 | двадцать:1 | дне:1 | идти:1,яндекс доставка только на двадцать днеи идет а переключи меня на оператора да через этот автомат ебучии,яндекс доставк тольк на двадцать дне идти а переключ мен на оператор да через этот автомат ебучи
1201176,очень хорошо один очень плохо,5,29,NEUTRAL,1.0,1,LOW,0.8,5.0,COMPLAINT,,очень:2 | плох:1,очень хорошо один очень плохо,очень хорош один очень плох
19866162,то есть нету даже покупки этой она вот получается вот это вот это отмена они сделали,16,84,NEUTRAL,0.0,0,HIGH,0.8125,16.0,UNKNOWN,,это:3 | нет:1 | покупк:1 | получаетс:1 | отмен:1,то есть нету даже покупки этои она вот получается вот это вот это отмена они сделали,то быть нет даж покупк это она вот получаетс вот это вот это отмен они сделал
16844039,вы меня можете выслушать добрый день ой ой у меня доставка с пвз код ой написан текст что товар находится на полярной восемнадцать но код не отсвечивается на кассе и в постамате где мне по смс ничего не было уведомление,40,219,NEUTRAL,0.0,0,HIGH,0.85,40.0,QUESTION | GREETING,,код:2 | может:1 | выслушать:1 | добры:1 | день:1,вы меня можете выслушать добрыи день ои ои у меня доставка с пвз код ои написан текст что товар находится на полярнои восемнадцать но код не отсвечивается на кассе и в постамате где мне по смс ничего не было уведомление,вы мен может выслушать добры день ои ои у мен доставк с пвз код ои написан текст что товар находитс на полярно восемнадцать но код не отсвечиваетс на касс и в постамат где мне по смс ничег не был уведомлени
3443045,не могу найти мой заказ,6,23,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,мог:1 | наи:1 | мои:1 | заказ:1,не могу наи ти мои заказ,не мог наи ти мои заказ
11423174,как то телефон оператор,4,23,NEUTRAL,0.0,0,LOW,1.0,4.0,QUESTION,,телефон:1 | оператор:1,как то телефон оператор,как то телефон оператор
16525486,не открывается пять пост ящик,5,29,NEUTRAL,0.0,0,LOW,1.0,5.0,UNKNOWN,,открываетс:1 | пять:1 | пост:1 | ящик:1,не открывается пять пост ящик,не открываетс пять пост ящик
4609445,перенести доставку по другому адресу,5,36,NEUTRAL,0.0,0,LOW,1.0,5.0,UNKNOWN,,перенест:1 | доставк:1 | друг:1 | адрес:1,перенести доставку по другому адресу,перенест доставк по друг адрес
4742680,двадцать с половиной у меня сегодня должно быть,8,47,NEUTRAL,0.0,0,LOW,1.0,8.0,UNKNOWN,,двадцать:1 | половино:1 | сегодн:1 | должн:1,двадцать с половинои у меня сегодня должно быть,двадцать с половино у мен сегодн должн быть
16961578,ну успею закажу заберу в смысле я ведь заказывала курьера почему так пришло,13,75,NEUTRAL,0.0,0,MEDIUM,1.0,13.0,QUESTION,,успе:1 | закаж:1 | забер:1 | смысл:1 | заказывал:1,ну успею закажу заберу в смысле я ведь заказывала курьера почему так пришло,ну успе закаж забер в смысл я ведь заказывал курьер почем так пришл
775637,здравствуйте девушка не могу получить посылку,7,45,NEUTRAL,0.0,0,LOW,1.0,7.0,GREETING,,здравству:1 | девушк:1 | мог:1 | получить:1 | посылк:1,здравствуи те девушка не могу получить посылку,здравству те девушк не мог получить посылк
17204576,да да да да да я звоню с того телефона на который оформлен заказ да,15,67,NEUTRAL,0.0,0,MEDIUM,0.6666666666666666,15.0,UNKNOWN,,звон:1 | телефон:1 | которы:1 | оформлен:1 | заказ:1,да да да да да я звоню с того телефона на которыи оформлен заказ да,да да да да да я звон с тог телефон на которы оформлен заказ да
9193105,ну все ясно ничего не надо,6,26,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,ясн:1,ну все ясно ничего не надо,ну все ясн ничег не над
2247501,я бы хотел получить товар,5,25,NEUTRAL,0.0,0,LOW,1.0,5.0,UNKNOWN,,хотел:1 | получить:1 | товар:1,я бы хотел получить товар,я бы хотел получить товар
3279345,приехал на место нет заказа,5,27,NEUTRAL,0.0,0,LOW,1.0,5.0,UNKNOWN,,приехал:1 | мест:1 | заказ:1,приехал на место нет заказа,приехал на мест нет заказ
7375332,доставка на сколько дней,4,24,NEUTRAL,0.0,0,LOW,1.0,4.0,UNKNOWN,,доставк:1 | скольк:1 | дне:1,доставка на сколько днеи,доставк на скольк дне
12150274,я вот хочется узнать статус заказа,6,34,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,хотеть:1 | узнать:1 | статус:1 | заказ:1,я вот хочется узнать статус заказа,я вот хотеть узнать статус заказ
18528643,может быть и возьму не знаю,6,27,NEUTRAL,0.0,0,LOW,1.0,6.0,UNKNOWN,,возьм:1 | зна:1,может быть и возьму не знаю,мочь быть и возьм не зна
6665500,где моя посылка как забрать посылку,6,35,NEUTRAL,0.0,0,LOW,1.0,6.0,QUESTION,,посылк:2 | забрать:1,где моя посылка как забрать посылку,где моя посылк как забрать посылк
7245599,поступили посылки а принять мы их не можем что делать,10,53,NEUTRAL,0.0,0,LOW,1.0,10.0,QUESTION,,поступил:1 | посылк:1 | принять:1 | мож:1 | делать:1,поступили посылки а принять мы их не можем что делать,поступил посылк а принять мы их не мож что делать
